43975,39.97,35.41,34.09,0.96,289.65,291.75,317.6
43982,43.29,39.99,37.3,1.08,309.6,317.6,343
43989,46.15,40.2,37.87,1.13,331.9,343,353.8
43996,47.9,41.02,38.41,1.18,348.85,353.8,361.2
44003,48.66,41.62,39.21,1.17,352.3,361.2,366.2
44010,48.93,42.17,39.86,1.19,356.95,366.2,377
44017,50.11,43.01,40.46,1.24,367.95,377,374
44024,49.97,43.18,40.59,1.23,368.5,374,384.4
44031,50.69,43.71,41.41,1.26,377.8,384.4,379
44038,49.96,43.32,40.82,1.24,368.7,379,372.6
44045,49.4,44.65,41.61,1.25,374.45,372.6,379.5
44052,49.7,44.94,42.09,1.24,374.15,379.5,377
44059,49.38,45.09,42.73,1.24,372.55,377,372.4
44066,49.27,45.35,43.07,1.24,369.65,372.4,363.8
44073,47.83,44.4,41.6,1.19,350.6,363.8,329
44080,43.09,40.49,37.36,1.09,319.2,329,330.2
44087,43.55,41.76,39.56,1.13,328.95,330.2,329.8
44094,43.58,41.76,39.88,1.11,323.15,329.8,330.6
44101,43.44,40.92,39.18,1.12,323.4,330.6,337
44108,44.69,42.42,40.33,1.17,338.7,337,342
44115,45.19,42.72,40.5,1.18,343.1,342,338.4
44122,44.29,42.35,40.56,1.16,335.5,338.4,324.8
44129,41.88,39.18,37.5,1.11,314.7,324.8,332.2
44136,42.4,40.06,37.91,1.15,320.25,332.2,362
44143,47.03,43.22,40.87,1.23,351.3,362,370
44150,48.31,44.21,41.7,1.26,356.2,370,392.4
44157,51.52,47.7,44.8,1.36,385.75,392.4,399.6
44164,52.65,48.24,45.41,1.37,391.55,399.6,410.2
44171,54.32,49.34,46.05,1.42,402.5,410.2,427.2
44178,56.6,51.18,47.98,1.48,421.85,427.2,426.5
44185,56.24,50.87,47.78,1.48,420.69,426.5,435
44192,57.04,51.27,48.14,1.48,424.38,435,442.4
44199,57.84,53.87,50.25,1.53,433.25,442.4,463.6
44206,60.9,55.96,52.86,1.6,452.65,463.6,461.4
44213,60.57,55.65,52.91,1.59,455.3,461.4,461.2
44220,60.44,55.8,52.55,1.6,451.4,461.2,479.8
44227,63.47,58.09,55.42,1.69,473.25,479.8,507.25
44234,67.15,61.34,58.54,1.76,498.9,507.25,524.4
44241,69.56,63.57,60.24,1.83,520.5,524.4,536.4
44248,71.24,66.13,62.28,1.88,534.75,536.4,530.2
44255,69.95,65.31,62.32,1.86,529.45,530.2,544.8
44262,72.35,68.5,65.03,1.93,539.6,544.8,534.6
44269,70.94,66.62,63.24,1.88,528.15,534.6,508
44276,66.78,63.27,60,1.79,503.5,508,509.5
44283,67,64.38,60.68,1.8,503.31,509.5,508.8
44290,66.91,62.84,59.33,1.8,499.95,508.8,522.2
44297,68.79,65.45,61.92,1.86,520.6,522.2,528.4
44304,69.71,66.09,62.15,1.87,522.9,528.4,534.4
44311,70.63,67.03,63.46,1.92,533,534.4,550.6
44318,72.96,68.35,65.08,1.99,551.1,550.6,554.75
44325,73.62,68.39,65.09,2.03,554.2,554.75,557.4
44332,74,67.28,64.15,2.02,553.2,557.4,560.75
44339,74.75,69.01,66.3,2.04,560.7,560.75,576.8
44346,76.78,70.82,68.75,2.1,575.1,576.8,583.8
44353,77.96,72.23,70.09,2.13,584,583.8,588.8
44360,79.23,73.57,71.57,2.1,596.3,588.8,596.6
44367,80.14,75.33,73.43,2.15,602.5,596.6,594.8
44374,80.1,75.32,73.95,2.14,602.75,594.8,594.6
44381,80.33,74.96,73.27,2.12,600.4,594.6,592.4
44388,80.29,74.69,73.19,2.14,606.75,592.4,575.25
44395,78.05,71.62,69.62,2.07,580.3,575.25,589.8
44402,80.04,75.22,72.7,2.17,604.8,589.8,576.6
44409,78.42,71.53,69.47,2.11,586.95,576.6,564.75
44416,76.64,70.6,68.31,2.08,575,564.75,542.2
44423,74.05,67.68,65.07,2,561.15,542.2,557
44430,76.26,71.16,67.54,2.08,586,557,577.2
44437,79.23,72.73,69.12,2.15,606.05,577.2,584.4
44444,79.87,72.18,68.88,2.13,605,584.4,603
44451,82.18,74.72,71.62,2.19,624.7,603,615
44458,84.04,75.96,72.07,2.21,637.4,615,649
44465,88.57,79.01,75.3,2.32,669.95,649,681
44472,92.87,81.85,78.33,2.46,708.5,681,710.6
44479,96.71,83.82,81.04,2.54,730.5,710.6,718.6
44486,97.45,85.07,83.11,2.56,733.3,718.6,712.4
44493,96.35,85.13,83.49,2.53,729.35,712.4,702.5
44500,94.83,82.94,81.78,2.46,716.2,702.5,706.6
44507,95.44,83.18,81.96,2.46,726.9,706.6,681
44514,91.45,80.98,79.02,2.37,684.7,681,666.8
44521,88.91,79.84,75.45,2.3,669.4,666.8,614.4
44528,81.37,70.49,66.89,2.1,613.9,614.4,636.6
44535,85,74.78,71.3,2.23,645.75,636.6,647
44542,86.66,74.1,71.23,2.23,644.2,647,637.4
44549,85.01,74.76,71.48,2.27,641.8,637.4,677
44556,90.61,78.77,76.06,2.37,674.35,677,692.4
44563,92.39,80.7,77.86,2.43,697.75,692.4,727.4
44570,97.2,83.96,81.61,2.58,729.95,727.4,761.6
44577,101.79,87.74,86.11,2.68,769.2,761.6,775.4
44584,103.69,88.76,85.94,2.72,778.8,775.4,803.67
44591,107.14,90.84,89.44,2.8,813.8,803.67,817.6
44598,109.13,92.17,90.66,2.84,830.35,817.6,834.2
44605,110.72,94.22,92.8,2.85,823.3,834.2,849.4
44612,112.79,97.22,92.21,2.85,843.2,849.4,955.4
44619,127.66,109.49,106.62,3.39,1033.4,955.4,1190.8
44626,158.42,116.87,113.43,3.71,1369.5,1190.8,957.4
44633,126.22,103.88,100.43,3.3,981.75,957.4,1108
44640,147.74,118.48,113.01,4.01,1198.85,1108,1078.4
44647,142.64,109.69,103.51,3.68,1086.6,1078.4,1095.8
44654,143.03,103.72,99.15,3.39,1054.15,1095.8,1118.5
44661,145.89,105.9,101.52,3.58,1064.13,1118.5,1195.2
44668,155.49,108.44,103.88,3.91,1126.95,1195.2,1160.6
44675,152.23,105.91,102.46,4.63,1156.4,1160.6,1232.33
44682,162.27,109.2,106.68,4.1,1193.15,1232.33,1159
44689,153.41,106.98,105.04,3.91,1118.75,1159,1119
44696,146.51,111.97,112.33,3.78,1069.05,1119,1139
44703,149.57,115.57,111.91,3.88,1120.5,1139,1256
44710,166.39,119.63,116.42,4.18,1257.45,1256,1332
44717,176.59,121.75,120.44,4.35,1361.65,1332,1368
44724,181.69,118.98,116.46,4.43,1298.4,1368,1368
44731,181.07,112.74,107.18,4.37,1302.8,1368,1299
44738,171.12,115.15,109.06,4.06,1217.5,1299,1165.8
44745,152.78,105.73,101.39,3.59,1147.6,1165.8,1099
44752,145.06,101.28,97.92,3.69,1132.05,1099,1060.4
44759,139.7,105.52,100.03,3.59,1069.85,1060.4,1051
44766,139.36,106.66,96.8,3.63,1087.4,1051,1002.8
44773,133.81,97.28,91.3,3.36,1015.4,1002.8,978.75
44780,130.34,97.62,91.92,3.39,996.15,978.75,1012.4
44787,136.1,94.88,89.06,3.58,1048.6,1012.4,1114
44794,150.7,99.65,92.89,3.92,1150.3,1114,1078
44801,145.33,97.25,90.34,3.72,1109.7,1078,1036
44808,139.83,91.71,84.79,3.57,1096.15,1036,957
44815,129.11,92.69,86.76,3.38,1002.05,957,914
44822,123.67,89.81,83.07,3.33,975.15,914,903.2
44829,119.73,87.22,79.62,3.32,983.05,903.2,996
44836,134.31,93.27,87.8,3.7,1152.05,996,1052
44843,140.18,93.83,88.49,3.97,1173.4,1052,1039
44850,137.41,91.99,84.97,3.91,1083.25,1039,1047.5
44857,136.73,95.04,86.96,4.18,1100.75,1047.5,1053.95
44864,135.15,95.78,89.14,3.85,1084.85,1053.95,1067.9
44871,134.97,95.12,88.39,3.67,1041.7,1067.9,1051.1
44878,130.52,91.45,84.02,3.57,975.15,1051.1,996.7
44885,120.52,86.04,78.73,3.39,924.75,996.7,964.15
44892,116.53,84.82,79.44,3.26,914.3,964.15,890.95
44899,108.85,78.29,73.13,2.87,830.2,890.95,914
44906,114.2,80.32,75.25,3.15,887.05,914,901.05
44913,113.54,81.38,77.32,3.13,888.25,901.05,925
44920,117.87,83.94,79.29,3.35,932.5,925,858.25
44927,110.53,79.3,74.3,3.01,870.81,858.25,874.8
44934,113.33,82.35,77.08,3.17,901.55,874.8,912
44941,119.64,85.83,80.33,3.34,948.25,912,934.08
44948,122.34,86.91,80.52,3.4,971.75,934.08,869.95
44955,114.57,82.87,76.49,2.98,874.2,869.95,811
44962,107.52,84.13,77.5,2.85,815.5,811,813.1
44969,108.49,85.14,78.52,2.84,826.5,813.1,771.2
44976,104.22,82.62,75.46,2.75,797.8,771.2,797.45
44983,107.53,84.25,77.65,2.86,840.8,797.45,785.1
44990,106.87,83.3,77.42,2.77,816.4,785.1,738.2
44997,102,75.92,69.77,2.68,773.3,738.2,722
45004,99.05,75.34,69.42,2.7,774.6,722,735.8
45011,100,78.82,73.8,2.7,766.6,735.8,764.25
45018,103.8,85,80.61,2.68,782.31,764.25,747.15
45025,101.18,85.9,81.84,2.67,775.35,747.15,717.9
45032,97.08,83.08,79.2,2.55,740.7,717.9,695.4
45039,93.69,79.82,76.33,2.42,707.4,695.4,655.13
45046,86.69,74.95,71.16,2.29,661.6,655.13,675.8
45053,89.37,76,72.07,2.36,684.85,675.8,681.4
45060,89.96,75.71,71.64,2.39,687.15,681.4,688
